From Point,To Point,Distance (km),Fare (BDT),,,,,,,,,,,,,,,
Gulistan,Bashtola,12.4,30,,,,,,,,,,,,,,,
Gulistan,Bashundhara,14.4,35,,,,,,,,,,,,,,,
Gulistan,Bata Signal,3.6,10,,,,,,,,,,,,,,,
Gulistan,Bhulta,24.2,59,,,,,,,,,,,,,,,
Gulistan,Bijoy Nagar,1.8,10,,,,,,,,,,,,,,,
Gulistan,Bijoy Sarani,5.6,14,,,,,,,,,,,,,,,
Gulistan,Bosila,9.4,23,,,,,,,,,,,,,,,
Gulistan,CMH,11.4,28,,,,,,,,,,,,,,,
Gulistan,Cantonment,11.1,27,,,,,,,,,,,,,,,
Gulistan,Chairman Bari,9,22,,,,,,,,,,,,,,,
Gulistan,Chandra,49,120,,,,,,,,,,,,,,,
Gulistan,Chankhar Pul,2,10,,,,,,,,,,,,,,,
Gulistan,Chasara,19.4,48,,,,,,,,,,,,,,,
Gulistan,Chittagong Road,9.5,23,,,,,,,,,,,,,,,
Gulistan,City College,4,10,,,,,,,,,,,,,,,
Gulistan,College Gate,7.9,19,,,,,,,,,,,,,,,
Gulistan,Darussalam,9.9,24,,,,,,,,,,,,,,,
Gulistan,Dayagonj,3.5,10,,,,,,,,,,,,,,,
Gulistan,Demra,9.5,23,,,,,,,,,,,,,,,
Gulistan,Dhakeshwari,3,10,,,,,,,,,,,,,,,
Gulistan,Dhanmondi,7.5,18,,,,,,,,,,,,,,,
Gulistan,Dhanmondi 15,5.9,14,,,,,,,,,,,,,,,
Gulistan,Dhanmondi 27,6.1,15,,,,,,,,,,,,,,,
Gulistan,Dhanmondi 32,5.4,13,,,,,,,,,,,,,,,
Gulistan,Dholairpar,3.4,10,,,,,,,,,,,,,,,
Gulistan,Dhour,27,66,,,,,,,,,,,,,,,
Gulistan,Dhupkhola,3.5,10,,,,,,,,,,,,,,,
Gulistan,Diabari,22.5,55,,,,,,,,,,,,,,,
Gulistan,ECB Square,13.1,32,,,,,,,,,,,,,,,
Gulistan,EPZ,39.2,96,,,,,,,,,,,,,,,
Gulistan,Fantasy Kingdom,38.6,95,,,,,,,,,,,,,,,
Gulistan,Farmgate,4.8,12,,,,,,,,,,,,,,,
Gulistan,GPO,0.4,10,,,,,,,,,,,,,,,
Gulistan,Gabtoli,11.2,27,,,,,,,,,,,,,,,
Gulistan,Garrison Cantonment,9,22,,,,,,,,,,,,,,,
Gulistan,Ghatar Char,14.3,35,,,,,,,,,,,,,,,
Gulistan,Golap Shah Mazar,0.5,10,,,,,,,,,,,,,,,
Gulistan,Gulshan 1,9.8,24,,,,,,,,,,,,,,,
Gulistan,Gulshan 2,9.5,23,,,,,,,,,,,,,,,
Gulistan,Hanif Flyover,0.5,10,,,,,,,,,,,,,,,
Gulistan,Hasnabad,6.4,16,,,,,,,,,,,,,,,
Gulistan,Hazipara,4.2,10,,,,,,,,,,,,,,,
Gulistan,Hemayetpur,18.4,45,,,,,,,,,,,,,,,
Gulistan,High Court,1.5,10,,,,,,,,,,,,,,,
Gulistan,House Building,18.8,46,,,,,,,,,,,,,,,
Gulistan,IDB,7.7,19,,,,,,,,,,,,,,,
Gulistan,Jahangir Gate,6.9,17,,,,,,,,,,,,,,,
Gulistan,Jakir Hossain Road,6.5,16,,,,,,,,,,,,,,,
Gulistan,Jalkuri,14.7,36,,,,,,,,,,,,,,,
Gulistan,Jamuna Future Park,5.9,14,,,,,,,,,,,,,,,
Gulistan,Janapoth Moor,2.9,10,,,,,,,,,,,,,,,
Gulistan,Jatrabari,3.1,10,,,,,,,,,,,,,,,
Gulistan,Jigatola,5.3,13,,,,,,,,,,,,,,,
Gulistan,Jurain,5.3,13,,,,,,,,,,,,,,,
Gulistan,Kakoli,8.8,22,,,,,,,,,,,,,,,
Gulistan,Kakrail,1.5,10,,,,,,,,,,,,,,,
Gulistan,Kalabagan,6.2,15,,,,,,,,,,,,,,,
Gulistan,Kallyanpur,9.3,23,,,,,,,,,,,,,,,
Gulistan,Kalshi,16.6,41,,,,,,,,,,,,,,,
Gulistan,Kamalapur,2.3,10,,,,,,,,,,,,,,,
Gulistan,Kamarpara,26.1,64,,,,,,,,,,,,,,,
Gulistan,Kanchpur Bridge,12.2,30,,,,,,,,,,,,,,,
Gulistan,Katabon,3.2,10,,,,,,,,,,,,,,,
Gulistan,Kawran Bazar,3.8,10,,,,,,,,,,,,,,,
Gulistan,Kazipara,10.5,26,,,,,,,,,,,,,,,
Gulistan,Keraniganj,4,10,,,,,,,,,,,,,,,
Gulistan,Khamar Bari,5.7,14,,,,,,,,,,,,,,,
Gulistan,Khilgaon,7.8,19,,,,,,,,,,,,,,,
Gulistan,Khilkhet,13.3,33,,,,,,,,,,,,,,,
Gulistan,Kuchimura,17.7,43,,,,,,,,,,,,,,,
Gulistan,Kuril Bishwaroad,11.5,28,,,,,,,,,,,,,,,
Gulistan,MES,11.3,28,,,,,,,,,,,,,,,
Gulistan,Madanpur,16,39,,,,,,,,,,,,,,,
Gulistan,Malibaag Moor,2.6,10,,,,,,,,,,,,,,,
Gulistan,Malibagh,2.4,10,,,,,,,,,,,,,,,
Gulistan,Malibagh Railgate,3.4,10,,,,,,,,,,,,,,,
Gulistan,Manikganj,50,123,,,,,,,,,,,,,,,
Gulistan,Maowa,38,93,,,,,,,,,,,,,,,
Gulistan,Matsya Bhaban,1.7,10,,,,,,,,,,,,,,,
Gulistan,Matuail,7.1,17,,,,,,,,,,,,,,,
Gulistan,Meghna Ghat,27.3,67,,,,,,,,,,,,,,,
Gulistan,Merul Badda,5.9,14,,,,,,,,,,,,,,,
Gulistan,Metro Hall,20,49,,,,,,,,,,,,,,,
Gulistan,Mirpur 1,13,32,,,,,,,,,,,,,,,
Gulistan,Mirpur 10,12,29,,,,,,,,,,,,,,,
Gulistan,Mirpur 11,12.8,31,,,,,,,,,,,,,,,
Gulistan,Mirpur 12,15,37,,,,,,,,,,,,,,,
Gulistan,Mirpur 2,12.2,30,,,,,,,,,,,,,,,
Gulistan,Mogbazar,5,12,,,,,,,,,,,,,,,
Gulistan,Mohakhali,9.1,22,,,,,,,,,,,,,,,
Gulistan,Mohammadpur,7.9,19,,,,,,,,,,,,,,,
Gulistan,Motijheel,1,10,,,,,,,,,,,,,,,
Gulistan,Mouchak,2.7,10,,,,,,,,,,,,,,,
Gulistan,Nabinagar,34.5,85,,,,,,,,,,,,,,,
Gulistan,Nabisco,6,15,,,,,,,,,,,,,,,
Gulistan,Nadda,10.2,25,,,,,,,,,,,,,,,
Gulistan,Nandan Park,47,115,,,,,,,,,,,,,,,
Gulistan,Naya Bazar,2.6,10,,,,,,,,,,,,,,,
Gulistan,New Market,4.5,11,,,,,,,,,,,,,,,
Gulistan,Nilkhet,4.6,11,,,,,,,,,,,,,,,
Gulistan,Nimtola,19.9,49,,,,,,,,,,,,,,,
Gulistan,Notun Bazar,8.8,22,,,,,,,,,,,,,,,
Gulistan,Pallabi,12.7,31,,,,,,,,,,,,,,,
Gulistan,Paltan,0.7,10,,,,,,,,,,,,,,,
Gulistan,Paturia,5,12,,,,,,,,,,,,,,,
Gulistan,Postogola,5.5,13,,,,,,,,,,,,,,,
Gulistan,Press Club,1.1,10,,,,,,,,,,,,,,,
Gulistan,Purobi,12.5,31,,,,,,,,,,,,,,,
Gulistan,Rajendrapur,8,20,,,,,,,,,,,,,,,
Gulistan,Rajlakshmi,19,47,,,,,,,,,,,,,,,
Gulistan,Rampura,4.3,11,,,,,,,,,,,,,,,
Gulistan,Rampura Bazar,4.5,11,,,,,,,,,,,,,,,
Gulistan,Rampura Bridge,5.5,13,,,,,,,,,,,,,,,
Gulistan,Ray Saheb Bazar,2,10,,,,,,,,,,,,,,,
Gulistan,Rayerbag,6,15,,,,,,,,,,,,,,,
Gulistan,Rupnagar Abashik,13.4,33,,,,,,,,,,,,,,,
Gulistan,Ruposhi,13.7,34,,,,,,,,,,,,,,,
Gulistan,Sadarghat Victoria Park,2.5,10,,,,,,,,,,,,,,,
Gulistan,Sainik Club,8.6,21,,,,,,,,,,,,,,,
Gulistan,Salimullah Road,8,20,,,,,,,,,,,,,,,
Gulistan,Satrasta,6,15,,,,,,,,,,,,,,,
Gulistan,Savar,25.4,62,,,,,,,,,,,,,,,
Gulistan,Sayedabad,2,10,,,,,,,,,,,,,,,
Gulistan,Science Lab,4.9,12,,,,,,,,,,,,,,,
Gulistan,Shahbag,2.7,10,,,,,,,,,,,,,,,
Gulistan,Shahjadpur,8.3,20,,,,,,,,,,,,,,,
Gulistan,Shanir Akhra,5,12,,,,,,,,,,,,,,,
Gulistan,Shankar,4,10,,,,,,,,,,,,,,,
Gulistan,Shantinagar,2.2,10,,,,,,,,,,,,,,,
Gulistan,Shewra,14.4,35,,,,,,,,,,,,,,,
Gulistan,Shewrapara,9.8,24,,,,,,,,,,,,,,,
Gulistan,Shib Bari,36.5,89,,,,,,,,,,,,,,,
Gulistan,Shibu Market,14,34,,,,,,,,,,,,,,,
Gulistan,Shishu Mela,8.5,21,,,,,,,,,,,,,,,
Gulistan,Shonbari Sreenagar,31.2,76,,,,,,,,,,,,,,,
Gulistan,Shukrabad,5.7,14,,,,,,,,,,,,,,,
Gulistan,Shyamoli,8.7,21,,,,,,,,,,,,,,,
Gulistan,Sign Board,8.6,21,,,,,,,,,,,,,,,
Gulistan,Signal,14,34,,,,,,,,,,,,,,,
Gulistan,Sonargaon,25.1,61,,,,,,,,,,,,,,,
Gulistan,Sonargaon Mogra Para,23.8,58,,,,,,,,,,,,,,,
Gulistan,Staff Road,11.8,29,,,,,,,,,,,,,,,
Gulistan,Star Kabab,4.2,10,,,,,,,,,,,,,,,
Gulistan,TT Para,3,10,,,,,,,,,,,,,,,
Gulistan,Tajmahal Road,8.5,21,,,,,,,,,,,,,,,
Gulistan,Technical,9.7,24,,,,,,,,,,,,,,,
Gulistan,Tikatuli,1.2,10,,,,,,,,,,,,,,,
Gulistan,Tongi,22,54,,,,,,,,,,,,,,,
Gulistan,Uttar Badda,7.6,19,,,,,,,,,,,,,,,
Gulistan,Uttara Jashimuddin,18.5,45,,,,,,,,,,,,,,,
Gulistan,Wireless,9,22,,,,,,,,,,,,,,,
Gulistan,Workshop,8.1,20,,,,,,,,,,,,,,,
Gulistan,Zirani Bazar,45,110,,,,,,,,,,,,,,,
Gulshan 1,Adabor,8.5,21,,,,,,,,,,,,,,,
Gulshan 1,Agargaon,5.7,14,,,,,,,,,,,,,,,
Gulshan 1,Amin Bazar,11.2,27,,,,,,,,,,,,,,,
Gulshan 1,Demra Staff Quarter,14.3,35,,,,,,,,,,,,,,,
Gulshan 1,Asad Gate,6.5,16,,,,,,,,,,,,,,,
Gulshan 1,Azimpur,11,27,,,,,,,,,,,,,,,
Gulshan 1,Badda,1.5,10,,,,,,,,,,,,,,,
Gulshan 1,Badda Link Road,1,10,,,,,,,,,,,,,,,
Gulshan 1,Banasree,6.3,15,,,,,,,,,,,,,,,
Gulshan 1,Bangla Motor,6.4,16,,,,,,,,,,,,,,,
Gulshan 1,Bashtola,2.5,10,,,,,,,,,,,,,,,
Gulshan 1,Bashundhara,4.2,10,,,,,,,,,,,,,,,
Gulshan 1,Beraid,8.8,22,,,,,,,,,,,,,,,
Gulshan 1,Bijoy Sarani,4.2,10,,,,,,,,,,,,,,,
Gulshan 1,Bot tola,7.5,18,,,,,,,,,,,,,,,
Gulshan 1,City College,8.9,22,,,,,,,,,,,,,,,
Gulshan 1,Eden College,9.8,24,,,,,,,,,,,,,,,
Gulshan 1,Farmgate,4.9,12,,,,,,,,,,,,,,,
Gulshan 1,GPO,9.5,23,,,,,,,,,,,,,,,
Gulshan 1,Gabtoli,14.9,37,,,,,,,,,,,,,,,
Gulshan 1,Gulistan,9.8,24,,,,,,,,,,,,,,,
Gulshan 1,Gulshan Bridge,0.15,10,,,,,,,,,,,,,,,
Gulshan 1,Gulshan 2,1.6,10,,,,,,,,,,,,,,,
Gulshan 1,High Court,8.6,21,,,,,,,,,,,,,,,
Gulshan 1,House Building,11.7,29,,,,,,,,,,,,,,,
Gulshan 1,Jahangir Gate,3,10,,,,,,,,,,,,,,,
Gulshan 1,Jamuna Future Park,4.5,11,,,,,,,,,,,,,,,
Gulshan 1,Japan Garden City,7.8,19,,,,,,,,,,,,,,,
Gulshan 1,Kakrail,7,17,,,,,,,,,,,,,,,
Gulshan 1,Kalabagan,8.6,21,,,,,,,,,,,,,,,
Gulshan 1,Kallyanpur,8.2,20,,,,,,,,,,,,,,,
Gulshan 1,Kamalapur,9.1,22,,,,,,,,,,,,,,,
Gulshan 1,Katabon,7.8,19,,,,,,,,,,,,,,,
Gulshan 1,Kawran Bazar,5.9,14,,,,,,,,,,,,,,,
Gulshan 1,Kazipara,8.5,21,,,,,,,,,,,,,,,
Gulshan 1,Khamar Bari,5.4,13,,,,,,,,,,,,,,,
Gulshan 1,Khilgaon Khidmah Hospital,6.9,17,,,,,,,,,,,,,,,
Gulshan 1,Khilkhet,5.8,14,,,,,,,,,,,,,,,
Gulshan 1,Kuril Bishwaroad,5.3,13,,,,,,,,,,,,,,,
Gulshan 1,Madhya Badda,0.9,10,,,,,,,,,,,,,,,
Gulshan 1,Malibaag Moor,6.8,17,,,,,,,,,,,,,,,
Gulshan 1,Matsya Bhaban,7.4,18,,,,,,,,,,,,,,,
Gulshan 1,Meradia Bazar,7.6,19,,,,,,,,,,,,,,,
Gulshan 1,Merul Badda,3.7,10,,,,,,,,,,,,,,,
Gulshan 1,Mirpur 1,11.8,29,,,,,,,,,,,,,,,
Gulshan 1,Mirpur 10,9.9,24,,,,,,,,,,,,,,,
Gulshan 1,Mirpur 11,11,27,,,,,,,,,,,,,,,
Gulshan 1,Mirpur 12,12,29,,,,,,,,,,,,,,,
Gulshan 1,Mirpur 2,10,25,,,,,,,,,,,,,,,
Gulshan 1,Mogbazar,5.6,14,,,,,,,,,,,,,,,
Gulshan 1,Mohakhali,2.5,10,,,,,,,,,,,,,,,
Gulshan 1,Mohammadpur,7.9,19,,,,,,,,,,,,,,,
Gulshan 1,Mohammadpur Shia Mosque,7.5,18,,,,,,,,,,,,,,,
Gulshan 1,Motijheel,9.3,23,,,,,,,,,,,,,,,
Gulshan 1,Mouchak,6.5,16,,,,,,,,,,,,,,,
Gulshan 1,Nabisco,3,10,,,,,,,,,,,,,,,
Gulshan 1,Nadda,4.2,10,,,,,,,,,,,,,,,
Gulshan 1,New Airport,8.4,21,,,,,,,,,,,,,,,
Gulshan 1,New Market,10,25,,,,,,,,,,,,,,,
Gulshan 1,Nilkhet,10.2,25,,,,,,,,,,,,,,,
Gulshan 1,Notun Bazar,2.8,10,,,,,,,,,,,,,,,
Gulshan 1,Paltan,8,20,,,,,,,,,,,,,,,
Gulshan 1,Panthopoth,6,15,,,,,,,,,,,,,,,
Gulshan 1,Polashi,13.5,33,,,,,,,,,,,,,,,
Gulshan 1,Police Plaza,1.4,10,,,,,,,,,,,,,,,
Gulshan 1,Press Club,10,25,,,,,,,,,,,,,,,
Gulshan 1,Rainbow,4.8,12,,,,,,,,,,,,,,,
Gulshan 1,Rajlakshmi,9.9,24,,,,,,,,,,,,,,,
Gulshan 1,Rampura Bazar,4,10,,,,,,,,,,,,,,,
Gulshan 1,Rampura Bridge,4.9,12,,,,,,,,,,,,,,,
Gulshan 1,Russel Square,7.5,18,,,,,,,,,,,,,,,
Gulshan 1,Savar,28.7,70,,,,,,,,,,,,,,,
Gulshan 1,Science Lab,8.8,22,,,,,,,,,,,,,,,
Gulshan 1,Shahbag,7.3,18,,,,,,,,,,,,,,,
Gulshan 1,Shahjadpur,2.1,10,,,,,,,,,,,,,,,
Gulshan 1,Shantinagar,7.8,19,,,,,,,,,,,,,,,
Gulshan 1,Shewrapara,7.7,19,,,,,,,,,,,,,,,
Gulshan 1,Shishu Mela,7.6,19,,,,,,,,,,,,,,,
Gulshan 1,Shyamoli,7.7,19,,,,,,,,,,,,,,,
Gulshan 1,Sonargaon,5.8,14,,,,,,,,,,,,,,,
Gulshan 1,Sony Cinema Hall,11,27,,,,,,,,,,,,,,,
Gulshan 1,Uttar Badda,2.1,10,,,,,,,,,,,,,,,
Gulshan 1,Wireless,1.1,10,,,,,,,,,,,,,,,
Gulshan 1,Zia Uddyan,4.7,12,,,,,,,,,,,,,,,
Gulshan 2,Banani,0.5,10,,,,,,,,,,,,,,,
Gulshan 2,Bijoy Sarani,5.3,13,,,,,,,,,,,,,,,
Gulshan 2,Farmgate,6,15,,,,,,,,,,,,,,,
Gulshan 2,GPO,9.6,24,,,,,,,,,,,,,,,
Gulshan 2,Gulistan,9.5,23,,,,,,,,,,,,,,,
Gulshan 2,Gulshan 1,1.6,10,,,,,,,,,,,,,,,
Gulshan 2,Jahangir Gate,4,10,,,,,,,,,,,,,,,
Gulshan 2,Kakrail,8,20,,,,,,,,,,,,,,,
Gulshan 2,Kamalapur,10,25,,,,,,,,,,,,,,,
Gulshan 2,Kawran Bazar,7,17,,,,,,,,,,,,,,,
Gulshan 2,Malibaag Moor,7.9,19,,,,,,,,,,,,,,,
Gulshan 2,Mogbazar,8.6,21,,,,,,,,,,,,,,,
Gulshan 2,Mohakhali,3,10,,,,,,,,,,,,,,,
Gulshan 2,Motijheel,10,25,,,,,,,,,,,,,,,
Gulshan 2,Mouchak,7.7,19,,,,,,,,,,,,,,,
Gulshan 2,Notun Bazar,0.9,10,,,,,,,,,,,,,,,
Gulshan 2,Paltan,9,22,,,,,,,,,,,,,,,
Gulshan 2,Shantinagar,9,22,,,,,,,,,,,,,,,
Hanif Flyover,Azimpur Dhakeswari,3.5,10,,,,,,,,,,,,,,,
Hanif Flyover,Baniajuri,70.3,172,,,,,,,,,,,,,,,
Hanif Flyover,Borongail,76.3,187,,,,,,,,,,,,,,,
Hanif Flyover,Gabtoli,12.2,30,,,,,,,,,,,,,,,
Hanif Flyover,Islampur,37.8,93,,,,,,,,,,,,,,,
Hanif Flyover,Kalabagan,6.5,16,,,,,,,,,,,,,,,
Hanif Flyover,Kalampur,45.3,111,,,,,,,,,,,,,,,
Hanif Flyover,Kanchpur Bridge,12.5,31,,,,,,,,,,,,,,,
Hanif Flyover,Madanpur,15.5,38,,,,,,,,,,,,,,,
Hanif Flyover,Manikganj,63.2,155,,,,,,,,,,,,,,,
Hanif Flyover,Nabinagar,34.7,85,,,,,,,,,,,,,,,
Hanif Flyover,Paturia,90.5,222,,,,,,,,,,,,,,,
Hanif Flyover,Polashi,3,10,,,,,,,,,,,,,,,
Hanif Flyover,Rayerbag,5.5,13,,,,,,,,,,,,,,,
Hanif Flyover,Savar,26.2,64,,,,,,,,,,,,,,,
Hanif Flyover,Shanir Akhra,4.5,11,,,,,,,,,,,,,,,
Hanif Flyover,Shyamoli,9.5,23,,,,,,,,,,,,,,,
Hanif Flyover,Sonargaon,24.6,60,,,,,,,,,,,,,,,
Hanif Flyover,Utholi,82.9,203,,,,,,,,,,,,,,,
Hasnabad,Amin Bazar,20.7,51,,,,,,,,,,,,,,,
Hasnabad,Asad Gate,13.7,34,,,,,,,,,,,,,,,
Hasnabad,Azimpur,9.9,24,,,,,,,,,,,,,,,
Hasnabad,Baipail,43.8,107,,,,,,,,,,,,,,,
Hasnabad,Bakshi Bazar,8.6,21,,,,,,,,,,,,,,,
Hasnabad,Chandra,55.5,136,,,,,,,,,,,,,,,
Hasnabad,Chankhar Pul,7.9,19,,,,,,,,,,,,,,,
Hasnabad,City College,11.4,28,,,,,,,,,,,,,,,
Hasnabad,College Gate,14.7,36,,,,,,,,,,,,,,,
Hasnabad,Darussalam,16.9,41,,,,,,,,,,,,,,,
Hasnabad,Dhanmondi 27,13.3,33,,,,,,,,,,,,,,,
Hasnabad,Dhanmondi 32,12.7,31,,,,,,,,,,,,,,,
Hasnabad,Dholairpar,3,10,,,,,,,,,,,,,,,
Hasnabad,Gabtoli,18.2,45,,,,,,,,,,,,,,,
Hasnabad,Gulistan,6.4,16,,,,,,,,,,,,,,,
Hasnabad,Hemayetpur,25.8,63,,,,,,,,,,,,,,,
Hasnabad,Jatrabari,3.7,10,,,,,,,,,,,,,,,
Hasnabad,Jurain,2,10,,,,,,,,,,,,,,,
Hasnabad,Kalabagan,12.3,30,,,,,,,,,,,,,,,
Hasnabad,Kallyanpur,16.2,40,,,,,,,,,,,,,,,
Hasnabad,Kuchimura,11.3,28,,,,,,,,,,,,,,,
Hasnabad,Nandan Park,54.9,135,,,,,,,,,,,,,,,
Hasnabad,New Market,10.7,26,,,,,,,,,,,,,,,
Hasnabad,Nilkhet,10.5,26,,,,,,,,,,,,,,,
Hasnabad,Nimtola,13.5,33,,,,,,,,,,,,,,,
Hasnabad,Postogola,1.8,10,,,,,,,,,,,,,,,
Hasnabad,Rajendrapur,4.3,11,,,,,,,,,,,,,,,
Hasnabad,Savar,31.6,77,,,,,,,,,,,,,,,
Hasnabad,Sayedabad,4.7,12,,,,,,,,,,,,,,,
Hasnabad,Shishu Mela,15.4,38,,,,,,,,,,,,,,,
Hasnabad,Shonbari Sreenagar,13.5,33,,,,,,,,,,,,,,,
Hasnabad,Shyamoli,15.6,38,,,,,,,,,,,,,,,
Hasnabad,Technical,17.2,42,,,,,,,,,,,,,,,
Hasnabad,Zirani Bazar,50.2,123,,,,,,,,,,,,,,,
Hazaribag,Babubazar,5,12,,,,,,,,,,,,,,,
Hazaribag,Beribadh Tin Rastar Moor,3,10,,,,,,,,,,,,,,,
Hazaribag,Gabtoli,7,17,,,,,,,,,,,,,,,
Hazaribag,Kamrangirchar,2.5,10,,,,,,,,,,,,,,,
Hazaribag,Rayer Bazar,1.2,10,,,,,,,,,,,,,,,
Hazaribag,Showari Ghat,5,12,,,,,,,,,,,,,,,
Hazaribag,Sikder Medical College,1,10,,,,,,,,,,,,,,,
Hazipara,Abdullahpur,15.8,39,,,,,,,,,,,,,,,
Hazipara,Airport,12.5,31,,,,,,,,,,,,,,,
Hazipara,Asad Gate,8.1,20,,,,,,,,,,,,,,,
Hazipara,Azampur,14.5,36,,,,,,,,,,,,,,,
Hazipara,Babubazar,6.3,15,,,,,,,,,,,,,,,
Hazipara,Badda Link Road,3.1,10,,,,,,,,,,,,,,,
Hazipara,Banasree,2.8,10,,,,,,,,,,,,,,,
Hazipara,Bashabo,3,10,,,,,,,,,,,,,,,
Hazipara,Bashtola,4.7,12,,,,,,,,,,,,,,,
Hazipara,Bashundhara,6.7,16,,,,,,,,,,,,,,,
Hazipara,Bata Signal,7.7,19,,,,,,,,,,,,,,,
Hazipara,Board Bazar,23.5,58,,,,,,,,,,,,,,,
Hazipara,Chasara,21.3,52,,,,,,,,,,,,,,,
Hazipara,Chiriyakhana,15,37,,,,,,,,,,,,,,,
Hazipara,City College,5.6,14,,,,,,,,,,,,,,,
Hazipara,College Gate,8.9,22,,,,,,,,,,,,,,,
Hazipara,Demra Staff Quarter,11,27,,,,,,,,,,,,,,,
Hazipara,Dhanmondi 15,7,17,,,,,,,,,,,,,,,
Hazipara,ECB Square,11,27,,,,,,,,,,,,,,,
Hazipara,GPO,4,10,,,,,,,,,,,,,,,
Hazipara,Gabtoli,12.4,30,,,,,,,,,,,,,,,
Hazipara,Gazipur Bypass,27.1,66,,,,,,,,,,,,,,,
Hazipara,Gazipur Chowrasta,28.4,70,,,,,,,,,,,,,,,
Hazipara,Golap Shah Mazar,4.2,10,,,,,,,,,,,,,,,
Hazipara,Gulistan,4.2,10,,,,,,,,,,,,,,,
Hazipara,House Building,15.2,37,,,,,,,,,,,,,,,
Hazipara,Jalkuri,16,39,,,,,,,,,,,,,,,
Hazipara,Jamuna Future Park,6.8,17,,,,,,,,,,,,,,,
Hazipara,Jatrabari,7.4,18,,,,,,,,,,,,,,,
Hazipara,Jigatola,6.4,16,,,,,,,,,,,,,,,
Hazipara,Kadamtali,7.4,18,,,,,,,,,,,,,,,
Hazipara,Kakrail,2.6,10,,,,,,,,,,,,,,,
Hazipara,Kallyanpur,10.5,26,,,,,,,,,,,,,,,
Hazipara,Kalshi,12.9,32,,,,,,,,,,,,,,,
Hazipara,Keraniganj,7,17,,,,,,,,,,,,,,,
Hazipara,Khilgaon,2.8,10,,,,,,,,,,,,,,,
Hazipara,Khilkhet,9.6,24,,,,,,,,,,,,,,,
Hazipara,Kuril Bishwaroad,7.4,18,,,,,,,,,,,,,,,
Hazipara,MES,9.1,22,,,,,,,,,,,,,,,
Hazipara,Madhya Badda,2.8,10,,,,,,,,,,,,,,,
Hazipara,Malibaag Moor,1.4,10,,,,,,,,,,,,,,,
Hazipara,Malibagh Railgate,1.5,10,,,,,,,,,,,,,,,
Hazipara,Maowa,41.3,101,,,,,,,,,,,,,,,
Hazipara,Matsya Bhaban,3,10,,,,,,,,,,,,,,,
Hazipara,Matuail,12.2,30,,,,,,,,,,,,,,,
Hazipara,Merul Badda,2.1,10,,,,,,,,,,,,,,,
Hazipara,Mill Gate,17.7,43,,,,,,,,,,,,,,,
Hazipara,Mirpur 10,16.4,40,,,,,,,,,,,,,,,
Hazipara,Mirpur 11,15.4,38,,,,,,,,,,,,,,,
Hazipara,Mirpur 2,17,42,,,,,,,,,,,,,,,
Hazipara,Mohammadpur,8.8,22,,,,,,,,,,,,,,,
Hazipara,Motijheel,9.1,22,,,,,,,,,,,,,,,
Hazipara,Mouchak,1.4,10,,,,,,,,,,,,,,,
Hazipara,Mugda,3.5,10,,,,,,,,,,,,,,,
Hazipara,Nadda,6.4,16,,,,,,,,,,,,,,,
Hazipara,Naya Bazar,5.7,14,,,,,,,,,,,,,,,
Hazipara,Notun Bazar,5,12,,,,,,,,,,,,,,,
Hazipara,Paltan,3.6,10,,,,,,,,,,,,,,,
Hazipara,Purobi,15,37,,,,,,,,,,,,,,,
Hazipara,Rajlakshmi,14.1,35,,,,,,,,,,,,,,,
Hazipara,Rampura Bazar,0.7,10,,,,,,,,,,,,,,,
Hazipara,Rampura Bridge,1.7,10,,,,,,,,,,,,,,,
Hazipara,Ray Saheb Bazar,5.3,13,,,,,,,,,,,,,,,
Hazipara,Rayerbag,10,25,,,,,,,,,,,,,,,
Hazipara,Sadarghat Victoria Park,5.7,14,,,,,,,,,,,,,,,
Hazipara,Sayedabad,6.4,16,,,,,,,,,,,,,,,
Hazipara,Science Lab,5.4,13,,,,,,,,,,,,,,,
Hazipara,Shahbag,4.1,10,,,,,,,,,,,,,,,
Hazipara,Shahjadpur,4.5,11,,,,,,,,,,,,,,,
Hazipara,Shanir Akhra,9,22,,,,,,,,,,,,,,,
Hazipara,Shankar,7.8,19,,,,,,,,,,,,,,,
Hazipara,Shantinagar,2.1,10,,,,,,,,,,,,,,,
Hazipara,Shewra,8.2,20,,,,,,,,,,,,,,,
Hazipara,Shibu Market,12.6,31,,,,,,,,,,,,,,,
Hazipara,Shishu Mela,9.6,24,,,,,,,,,,,,,,,
Hazipara,Shyamoli,9.8,24,,,,,,,,,,,,,,,
Hazipara,Sign Board,12.7,31,,,,,,,,,,,,,,,
Hazipara,Sony Cinema Hall,18,44,,,,,,,,,,,,,,,
Hazipara,Star Kabab,5.7,14,,,,,,,,,,,,,,,
Hazipara,Station Road,17.3,42,,,,,,,,,,,,,,,
Hazipara,Technical,11.5,28,,,,,,,,,,,,,,,
Hazipara,Tongi,16.3,40,,,,,,,,,,,,,,,
Hazipara,Uttar Badda,3.7,10,,,,,,,,,,,,,,,
Hazipara,Uttara Jashimuddin,13.5,33,,,,,,,,,,,,,,,
Hemayetpur,Asad Gate,11.6,28,,,,,,,,,,,,,,,
Hemayetpur,Babubazar Bridge,20.9,51,,,,,,,,,,,,,,,
Hemayetpur,Banasree,30.8,75,,,,,,,,,,,,,,,
Hemayetpur,Bangla Motor,14.9,37,,,,,,,,,,,,,,,
Hemayetpur,Bejgaon Chowrasta,46.8,115,,,,,,,,,,,,,,,
